jan,title,avg_sold_price,avg_shipping,total_sold,total_sales,date_last_sold,brand,mpn,epid,category,seller,item_id,url
4990946203121,Taiji Sake Warmer Ts-2 White Kitchen DIY Collection Ti-2 Successor Model NEW,796.79,93.34,1,796.79,"Aug 19, 2026",Taiji,Do not apply,,Business & Industrial|Restaurant & Food Service|Commercial Kitchen Equipment|Food Holding & Warming Equipment|Other Commercial Warming Equipment,samuraisellercooljapanc.t,126211605979,https://www.ebay.com/itm/126211605979
4543112118271,Soul of Chogokin GX-01R Mazinger Z Renewal Ver. Action Figure BANDAI Japan New,146.78,4,1,146.78,"Aug 19, 2026",Bandai,GX-01R,,Toys & Hobbies|Action Figures & Accessories|Action Figures,samuraisellercooljapanc.t,126538778034,https://www.ebay.com/itm/126538778034
4948872411967,SONY PSP Playstation Portable Console Piano Black PSP-3000 PB Japan NEW,319.99,43.34,1,319.99,"Aug 19, 2026",Sony,PSP-3000-PB,,Video Games & Consoles|Video Game Consoles,samuraisellercooljapanc.t,126910789530,https://www.ebay.com/itm/126910789530
4560264428638,NSK Nakanishi Emax Evolution Standard Set EV410-100 NE249 8080 AC100V (50/60Hz),848.94,98.89,1,848.94,"Aug 19, 2026",NAKANISHI,EV410-100,,Home & Garden|Tools & Workshop Equipment|Power Tools|Routers & Joiners,samuraisellercooljapanc.t,126991365776,https://www.ebay.com/itm/126991365776
4550610637029,ONOFF Golf Men's Cart Caddy Bag PRO STAFF MODEL 9 x 46 inch 4.2kg Green OB0926,330.46,157.79,1,330.46,"Aug 19, 2026",ONOFF,OB0926,,Sporting Goods|Golf|Golf Clubs & Equipment|Golf Club Bags,lush_nine*japan,127617382869,https://www.ebay.com/itm/127617382869
4971850999362,CASIO G-SHOCK GULFMASTER GWN-1000B-1BJF Multiband 6 Men's Watch,446.25,0,1,446.25,"Aug 19, 2026",Casio,,,"Jewelry & Watches|Watches, Parts & Accessories|Watches|Wristwatches",sakura-japan-net,127682008145,https://www.ebay.com/itm/127682008145
4951586271000,JICO 192-VN35HE Stylus for Shure V15 Type III Hyper Elliptical Replacement New,115.16,29.63,1,115.16,"Aug 19, 2026",Jico,192-VN35HE,,"Consumer Electronics|TV, Video & Home Audio|TV, Video & Audio Parts|Record Player, Turntable Parts",naospecial_tokyojapan,127875269714,https://www.ebay.com/itm/127875269714
4543736338994,TOMICA LIMITED VINTAGE NEO 1/64 LV-N49c HINO KB314 TANK TRUCK WHITE 338994,84.4,13.3,1,84.4,"Aug 19, 2026",Tomytec,338994,,"Toys & Hobbies|Diecast & Toy Vehicles|Cars, Trucks & Vans|Contemporary Manufacture",lush_nine*japan,127936727311,https://www.ebay.com/itm/127936727311
4902370517712,Nintendo DSi Console System Lime Green Japan NEW,157.99,23.89,1,157.99,"Aug 20, 2026",Nintendo,TWLSLMA,,Video Games & Consoles|Video Game Consoles,samuraisellercooljapanc.t,127961075691,https://www.ebay.com/itm/127961075691
4948872412643,SONY PSP Play Station Portable Monster Hunter 3rd Hunters Model PSP-3000 MHB NEW,479.99,48.89,1,479.99,"Aug 19, 2026",Sony,PSP-3000MHB,,Video Games & Consoles|Video Game Consoles,samuraisellercooljapanc.t,127998410992,https://www.ebay.com/itm/127998410992
4903601616129,Schick B-20 Proline Blade Short Replacement Blade 20 Piece x10 new F/S,83,0,1,83,"Aug 19, 2026",Schick,Schick B-20,,Health & Beauty|Shaving & Hair Removal|Razors & Razor Blades|Men's Razor Blades,the_big_dipper_japan,133941913688,https://www.ebay.com/itm/133941913688
4543736900993,TOMIX 90099 N Gauge Wide Tram Model Train Driving Set Rail Set Adult 15+,73.91,0,1,73.91,"Aug 19, 2026",Tomix,90099,,Toys & Hobbies|Model Railroads & Trains|Railroads & Trains|Track,the_big_dipper_japan,134017126137,https://www.ebay.com/itm/134017126137
4549980490846,Panasonic ES9181 Spare Blade 5 Flute for Men's Shaver Outer Blade New F/S,58.29,0,1,58.29,"Aug 19, 2026",Panasonic,ES9181,,Health & Beauty|Shaving & Hair Removal|Electric Shaving & Hair Removal|Electric Shavers|Shaver Parts,the_big_dipper_japan,134190351858,https://www.ebay.com/itm/134190351858
4960652957755,DAIWA 6106TMLFS BBB Spinning Fishing Rod Telescopic New Free Shipping,178.93,0,1,178.93,"Aug 19, 2026",DAIWA,,,Sporting Goods|Fishing|Rods & Poles,the_big_dipper_japan,134249665123,https://www.ebay.com/itm/134249665123
4547894198353,"Recaldent Grape,mint,peach,strawberry,orange,muscat and grapefruit  30 Bottles",299,0,1,299,"Aug 19, 2026",Rikarudento,,,"Home & Garden|Food & Beverages|Pantry|Sweets & Chocolate|Candy|Gummy, Soft Sweets & Marshmallows",best-in-japan,135241663490,https://www.ebay.com/itm/135241663490
4902470776828,Feather ACSR-RB Artist Club SR Leather Black Japanese razor F/S new,115.02,0,1,115.02,"Aug 19, 2026",Feather,ACSR-RB,,Health & Beauty|Shaving & Hair Removal|Razors & Razor Blades|Men's Razors,the_big_dipper_japan,135283143392,https://www.ebay.com/itm/135283143392
4953488394122,TONE Plug Socket Set PG86S Insertion angle 9.5mm (3/8inch) W14mm for 86/BRZ New,50.77,10,1,50.77,"Aug 19, 2026",T-ONE,PG86S,,Home & Garden|Tools & Workshop Equipment|Hand Tools|Wrenches|Socket Wrenches,okjapan,135328637859,https://www.ebay.com/itm/135328637859
4549526161445,Casio LINEAGE Watch LCW-M100DE-7AJF Japan import Domestic Version F/S NEW,133.37,0,1,133.37,"Aug 19, 2026",Casio,,,"Jewelry & Watches|Watches, Parts & Accessories|Watches|Wristwatches",the_big_dipper_japan,135388581948,https://www.ebay.com/itm/135388581948
4902370550283,Amiibo Pyra Mythra Double Set Smash Bros Ultimate Homura Hikari Figure NEW,69.99,10,1,69.99,"Aug 20, 2026",Nintendo,NVL-E-AA2F,5058984664,Video Games & Consoles|Video Game Accessories|Toys to Life,top-omotenashi,136174796115,https://www.ebay.com/itm/136174796115
4906006294923,Orient Orient Bambino SUN & MOON RN-AK0803Y Automatic Men's Watch New in Box,278.99,70,1,278.99,"Aug 19, 2026",Orient,,,"Jewelry & Watches|Watches, Parts & Accessories|Watches|Wristwatches",top-omotenashi,136249875387,https://www.ebay.com/itm/136249875387
4957180090023,I-O DATA GV-USB2 USB Connection Video Capture cable VHS 8mm DVD dubbing ANARECO,72.99,0,1,72.99,"Aug 19, 2026",I-O DATA,GV-USB2,,"Computers/Tablets & Networking|Computer Cables & Connectors|USB Cables, Hubs & Adapters",top-omotenashi,136907852180,https://www.ebay.com/itm/136907852180
4949727701264,KATO 10-2090 787 36 Plus 3 6-Car Set N Scale new free shipping Adult 15+,227.32,0,1,227.32,"Aug 19, 2026",KATO,10-2090,,Toys & Hobbies|Model Railroads & Trains|Railroads & Trains|Passenger Cars,the_big_dipper_japan,136971276371,https://www.ebay.com/itm/136971276371
